category,text
tidak,j.k. rowling is working on an 8th harry potter book.
tidak,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL
tidak,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense"
tidak,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! URL"
tidak,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL"
tidak,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL
tidak,"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game."
tidak,really? amber alert website goes dark under government shutdown URL
tidak,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite."
tidak,really? amber alert website goes dark under government shutdown URL
tidak,"as a former federal agent i find this story hard to believe, even for this white house. URL #spitehouse"
tidak,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown
tidak,non-essential services shutdown? can someone explain to me how URL is essential while URL is not?
tidak,obama has shut down amber alert website to find missing children but still has fuel economy website up URL
tidak,obama keeps michelle's URL site running despite the shutdown but URL is shutdown because? #spitehouse
tidak,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty"
tidak,"amber alert website, which shows critical missing children bulletins, is offline due to government shutdown URL"
tidak,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown"
tidak,"white house #shutdown URL , but are posting alerts on him getting a sandwich. URL"
tidak,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care."
tidak,never thought i’d see the day when obama would play politics with kids. URL #pjnet URL
tidak,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL
tidak,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts. URL
ya,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(
ya,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker
ya,paul walker's fast and the furious costars and more react to the actor's tragic death: URL
ya,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk."
ya,paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL
ya,paul walker died shortly after attending a charity event for his organization reach out worldwide URL
ya,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.
ya,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.
ya,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.
ya,paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL
ya,"""fast & furious"" stars heartbreakingly mourn paul walker's death URL URL"
ya,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.
ya,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL"
ya,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous
ya,"last picture of paul walker taken before his death in a car crash.#rippaulwalker fast & furious won't be same w/o u. URL """
ya,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador."
ya,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL
ya,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL
ya,"the last photo of paul walker, taken just before the crash that killed him. rip URL"
ya,new info on the crash that killed paul walker URL #rippaulwalker
ya,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.
ya,did speed play a part in paul walker's death? URL
ya,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw
ya,the motoring world responds to paul walker's death URL URL
ya,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL"
ya,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"
ya,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker"
ya,so paul walker is still alive ? dead or alive sia ?! #paulwalker URL
ya,"""paul walker's character in fast and the furious was named ""brian"",brian from family guy also died this week,both deaths involved cars."" umm"
ya,paul walker remembered: celebs react to 'fast and furious' star's death URL
ya,rip roger rodas the man who died with paul walker in the fatal car crash #dontforgethim URL
ya,r.i.p paul walker ♥ he died doing what he loved♥ URL
ya,im still on that paul walker situation i can't believe he died especially in a car.
ya,hard to believe paul walker died yesterday. no more fast & furious. way too young. #rip URL
ya,"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker: URL"
ya,remembering paul walker: URL URL
ya,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"
ya,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not
ya,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL"
ya,2013 was doing alright till i found out paul walker died ..
ya,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL
ya,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad
ya,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous
ya,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.
ya,r.i.p to roger rodas who died alongside paul walker URL
ya,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL
ya,r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) URL
ya,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL
ya,paul walker was doing good and giving back on the day of his tragic death: URL
ya,'fast and furious' cast mourns paul walker's death URL
ya,r.i.p paul walker.... he died doing what he loved... and that's going fast. URL
ya,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?"
ya,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL"
ya,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL"
ya,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too URL"
ya,paul walker's death: 'fast & furious 7' delayed but won't be scrapped URL
ya,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL
ya,"paul walker died too fast, i'm furious.. :/"
ya,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.
ya,the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL
ya,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL
ya,"also, rip roger rodas the man who died along with paul walker that seems to never be mentioned URL"
ya,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.
ya,@realpaulwalker died in a fiery car crash. @fastfurious filmmakers will commemorate his legacy by dedicating the next six sequels to him.
ya,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.
ya,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"
ya,fast & furious 7 might still come out even after paul walker's death URL
ya,"tyrese at the crash site, where paul walker died, i proper feel for him URL"
ya,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"
ya,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL
ya,"paul walker was ""so happy"" hours before his tragic death URL"
ya,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL
ya,rip to the driver roger that died with paul walker that no one talks about because he wasn't famous. URL
ya,watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. URL
ya,tmz posted this two days before paul walker died ..... #illuminati URL
ya,paul walker's death brought out the worst in some twitter users. i compiled the stupidity for @vice URL
ya,fast & furious franchise responds to paul walker's death: URL URL
ya,rip to the driver who was also killed along with paul walker who no one seems to care about... URL
ya,"r.i.p paul walker, why are people making jokes about his death? not funny at all!"
ya,"in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker"
ya,ex-marlboro man dies from smoking-related disease... URL
ya,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL
ya,ex-marlboro man dies from smoking -related disease URL via @fox411
ya,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL
ya,man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL
ya,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL"
ya,actor who played marlboro man in ads dies from smoking-related disease URL
ya,marlboro ad man eric lawson dies of chronic lung disease URL @guardianworld
ya,ex-marlboro man dies from smoking-related disease - URL
ya,marlboro man dies of smoking-related disease URL URL
ya,actor who played marlboro man in ads dies from smoking-related disease URL
ya,ex-marlboro man dies from smoking-related disease URL
tidak,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.
tidak,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it"""
tidak,talking angela is an app that has been hacked and asks for you personal information. spread the word URL
tidak,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera"" URL"
tidak,omfg read this its my personal experience with talking angela URL
ya,not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food
tidak,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera"" URL"
ya,"hot pockets recall involves meat from place fda says ""processed diseased and unsound animals. URL URL"
ya,nestlé usa has issued a recall of hot pockets. see the varieties affected: URL
tidak,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL"
tidak,"""talking angela is a hacker"" ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL"
ya,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again
tidak,"""@dangerburgundy: @joerogan what...successful clone of dinosaurs URL "" holy shit, is that real?"
tidak,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!
tidak,where is michelle obama’s hashtag for meriam ibrahim? she’s pregnant and sentenced to die URL URL
tidak,religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot
tidak,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL
tidak,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine URL URL
tidak,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL
tidak,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL
tidak,breaking: malaysia airlines plane 'shot down' travelling from amsterdam to kuala lumpur URL URL
tidak,ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL
tidak,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL
tidak,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL
tidak,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL
tidak,latest so far on shot down malaysia airlines plane #mh17 URL URL
tidak,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL"
tidak,first photo from the malaysia airlines crash site in ukraine. via @reuters URL #mh17 URL
tidak,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL
tidak,reported photographs from malaysia airlines #mh17 crash: URL URL
tidak,เผยกบฏยูเครนอาจเข้าใจผิดคิดว่า #mh17 เป็นเครื่องบินทหารยูเครนรุกล้ำ / 14 ก.ค.ก็เพิ่งยิงตกไปลำ URL URL
tidak,this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL
tidak,could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL
tidak,first pics from the site in ukraine where #mh17 crashed URL URL
tidak,'nine britons and 80 children' feared dead after flight #mh17 'shot down' URL URL
tidak,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL"
tidak,authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible. URL URL
tidak,"pro-russian rebel leader in leaked audio: ""cossacks"" shot down the plane URL #mh17 URL"
tidak,"latest: malaysia airlines #mh17 shot down by a surface-to-air missile, u.s. officials say URL URL"
tidak,new. leaked phone call between rebel leader & russian intel agent: “cossacks” shot down #mh17. URL URL
tidak,.@vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' URL
tidak,malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17
tidak,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL
tidak,here's the passenger breakdown by nationality: URL #mh17 URL
tidak,current passenger breakdown by nationality - via @theage @smh #mh17 URL URL
tidak,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL
tidak,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL
tidak,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL
tidak,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL
tidak,u.s intel: missile that hit #mh17 was most likely fired by pro-russian separatists. details: URL URL
tidak,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL
tidak,"ukrainian military jet was flying close to #mh17 before it was shot down, says russian officer URL URL"
tidak,"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says: URL URL"
ya,"tesla says it's broken ground near reno, nevada for a $5 billion battery plant: URL URL"
tidak,"#riphulkhogan. you lifted weights, but you also lifted my heart."
tidak,#riphulkhogan my heart is ripping like your shirt. wwe'll miss you.
tidak,"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL"
tidak,"""justin bieber ringtone saves russian fisherman from potentially fatal bear attack."""
tidak,#breaking: justin bieber thwarts bear attack!! URL URL
ya,confirmed: #mikebrown had no criminal record. URL #ferguson URL
ya,confirmed: this is irrelevant. rt @ksdknews: confirmed: #mikebrown had no criminal record. URL #ferguson
ya,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record"
tidak,"the first general killed in a combat zone since vietnam, it is a travesty that obama did not attend major general harold greene’s funeral"
tidak,"78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL"
tidak,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL
tidak,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL
tidak,list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity
tidak,"78, not 31, arrested overnight in #ferguson. URL"
tidak,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL
ya,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. URL
ya,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL"
ya,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender
ya,@antoniofrench alleged new shooting audio of #michaelbrown / URL
ya,"breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL"
ya,attorney: new audio reveals pause in gunfire when michael brown was shot. URL
ya,"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL"
ya,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL
ya,can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL
ya,audio may have captured michael brown shooting URL
ya,fbi probing alleged audio of michael brown shooting URL URL
tidak,nhl expansion to las vegas is reportedly 'a done deal.' URL URL
tidak,gonna be unreal when las vegas goes undefeated at home every year........ #nhl #expansion
tidak,looking forward to first matchup between las vegas nhl expansion team and a canadian team URL
tidak,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees"
tidak,waking up late for pre-game skate in vegas like... #nhl #expansion URL
tidak,report: #nhl expansion to las vegas ‘a done deal’ URL URL
tidak,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL"
tidak,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)"
tidak,#icebucketchallenge donations exceed $94 million. thank you for your support! URL
tidak,maybe tupac is alive and we're dead.
tidak,"still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive."
tidak,tupac was hiding for 18 years 😳 URL
tidak,"15 year old who ""swatted"" gamer convicted of domestic terrorism; 25 years to life in federal prison URL"
tidak,"15 year old ""swatter"" got 25 years URL"
tidak,"i'm alive, see you soon !"
tidak,cant believe tupac is still alive URL
tidak,"47 days after his plane was shot down over ukraine, #mh17 pilot laid to rest URL URL"
ya,"breaking: tesla to choose nevada for gigafactory, sources tell cnbc. URL"
ya,breaking: ap source: tesla motors has selected nevada as site for $5b electric car battery factory.
ya,"more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states: URL"
ya,#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL
tidak,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job URL
tidak,"no, internet, betty white is not dead URL (photo: getty) URL"
tidak,betty white never die she my lady still i never have the sex with her
tidak,if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!
ya,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says. URL"
ya,"pentagon confirms ahmed abdi godane, a leader of the al shabaab islamist group, was killed in a u.s. airstrike: URL"
tidak,breaking news: durex has not come out with a pumpkin spice condom URL URL
tidak,#muslim arrested in #texas today with #isis flag on body armor URL
tidak,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL
tidak,"sorry, everyone—durex is not making pumpkin spice condoms this fall: URL URL"
tidak,calm yourselves- durex has not come out with a pumpkin spice condom URL URL
ya,breaking: microsoft is near a deal to buy minecraft maker mojang URL
ya,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL"
ya,"report: microsoft trying to buy mojang, creators of minecraft URL"
ya,source: microsoft in discussions to buy 'minecraft' maker mojang for more than $2 billion - @wsj URL
ya,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o"
ya,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL
ya,microsoft to buy mojang - report URL $2 billion deal could be signed this week URL
ya,microsoft to buy mojang for $2 billion - report. deal to be finalised as early as this week. URL URL
tidak,detroit niggas are savages they stole the batmobile. URL
ya,breaking news: isis beheads a british hostage david haines in message to america's partners. URL
ya,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL
ya,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL
ya,a video has been released by isis apparently showing the murder of british hostage david haines: URL
ya,just in: isis video claims to show beheading of british citizen URL
ya,breaking: video claims to show beheading of british aid worker david haines by #isis.
ya,uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL
ya,awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL
ya,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL
tidak,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL
tidak,@legendgary #hitemup! bad boy c.e.o. @iamdiddy arrested in connection with murder of tupac shakur: ... URL @wethewest
tidak,'sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' URL URL
ya,starbucks is testing a new latte that tastes exactly like guinness: URL URL
ya,starbucks is testing a new latte that tastes exactly like guinness URL
tidak,three of five detainees swapped are now isis leaders claims URL URL URL
ya,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
ya,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL"
tidak,florida woman surgically adds third breast in bid to become reality tv star URL URL
tidak,florida woman surgically adds third breast in bid to become reality tv star URL via daily mail
tidak,"a florida woman had surgery to add a third breast to make herself ""unatttractive to men."" URL URL"
tidak,a florida woman had surgery to give herself a third boob: URL URL
ya,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc
ya,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news"
ya,"reports: missing afghan soldiers found trying to cross into canada, source says -@wcvb, @7news, @nbcnews URL (fixes typo)"
ya,just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL
ya,#breaking: missing afghan soldiers reportedly found near canadian border URL
ya,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
ya,"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL"
ya,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL
tidak,"florida woman pays $20,000 for third breast | URL URL"
ya,"three missing afghan officers are in custody at the u.s.-canada border, police say. URL"
ya,reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL
ya,police officers deliver the pie after pizza hut driver injured in crash URL URL
tidak,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins
ya,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd
tidak,iphone 6 plus users are sitting on and bending their enormous new phones URL
ya,portland cops complete delivery after pizza hut driver injured in crash URL URL
tidak,iphone 6 users report that their phones are bending in their pockets... lol. URL URL
tidak,iphone 6 owners claim it's bending in their pockets URL
tidak,apple fans' tight pants are bending the iphone 6 plus URL #bendghazi URL
tidak,don't put your iphone 6 in your pocket y'all URL URL
tidak,"2,000,000 views incoming… rt @unboxtherapy: iphone 6 plus bend test - URL"
tidak,and here's a guy bending an iphone 6 plus with his bare hands URL URL
tidak,"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL"
tidak,the iphone 6 plus really does have a bending problem URL URL
tidak,"if you put an iphone 6 in your pocket, it may not come out the same shape URL"
tidak,iphone 6 plus owners are complaining that their phones are actually bending: URL URL
tidak,"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL"
ya,vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating
ya,"update: photo of suspect, alton nolen, in moore, okla. beheading released. URL URL"
ya,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL"
ya,"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life."
tidak,groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL
ya,"beheading suspect attended same mosque as 9/11 terrorist: moore, oklahoma -- alton nolen, the man who beheaded... URL"
tidak,"kfc ban wipes because they offend muslims URL ban islam instead, why are there halal only kfc's? URL"
ya,"on cnn alton nolen's mother (the oklahoma man who beheaded a coworker) said ""there are two sides to every story!"" he cut a woman's head off!"
tidak,coming 2 america soon! .@kfc bans alcohol-based wet wipes so #muslims aren’t offended URL #tcot URL
tidak,leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.
ya,"okla beheading victim colleen hufford, rest in peace #beheading #jihad #jahkeemyisrael URL URL"
ya,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost"
ya,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL"
ya,cdc has confirmed that the patient in dallas has tested positive for the ebola virus. we'll have more coming up on khou 11 news at 4 p.m.
ya,oklahoma beheading suspect alton nolen ordered held without bond URL URL
ya,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL"
ya,#oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect #altonnolen. #kellyfile
tidak,atheists are mad at @carrieunderwood. i applaud her. URL
tidak,mass grave found in mexico town where over 40 students went missing - URL
tidak,#mexico mass grave discovered after student protesters go missing URL URL
ya,hewlett-packard plans to split into two companies: wsj report URL
tidak,mexico security forces hunting 43 missing students after clashes with police find mass grave URL
ya,"hewlett-packard to split into two companies, wsj says. URL"
ya,hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL
ya,"hewlett-packard to split pc, printer business from corporate hardware, according to reports URL URL"
tidak,mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion
ya,hewlett-packard announces it will break in two URL
ya,"in announcing split, hewlett-packard also boosted the number of its expected layoffs by 5,000 to 55,000. URL $hpq"
ya,"hp confirms that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL"
ya,are two hewlett-packards better than one? how the new h-ps would look: URL URL
ya,hewlett-packard will split into two companies to adapt to a changing technology landscape URL
ya,corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year. URL URL
ya,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL"
tidak,#viral: mexico mass grave discovered after student protesters go missing URL URL
tidak,"43 missing students, a mass grave and a suspect: mexico’s police URL"
ya,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL"
tidak,stephen collins -- cops swarm home after suicide report ... false alarm URL
tidak,someone spray painted a penis on a $2.4 million bugatti veyron: URL URL
tidak,thumbs up emoji rt @complexmag someone spray painted a penis on a $2.4 million bugatti veyron: URL URL
